V4	SYMBOL	GENENAME	seqnames	start	end	width	strand	V5	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL
IP1_peak_1919	Plxna4os1	plexin A4, opposite strand 1	chr6	32403108	32403108	1	*	4.36169	Intron (ENSMUST00000115096.3/243743, intron 3 of 31)	6	32511073	32515576	4504	1	319849	ENSMUST00000150314.1	-107965	ENSMUSG00000086763
IP1_peak_1926	Cul1	cullin 1	chr6	47367488	47367488	1	*	4.36169	Distal Intergenic	6	47453398	47497237	43840	1	26965	ENSMUST00000146828.7	-85910	ENSMUSG00000029686
IP1_peak_2057	B130024G19Rik	RIKEN cDNA B130024G19 gene	chr7	70533829	70533829	1	*	4.36169	Distal Intergenic	7	70388305	70388842	538	1	434198	ENSMUST00000080024.5	145524	ENSMUSG00000100005
IP1_peak_2072	Crtc3	CREB regulated transcription coactivator 3	chr7	80708909	80708909	1	*	4.36169	Distal Intergenic	7	80673270	80688877	15608	2	70461	ENSMUST00000152668.1	-20032	ENSMUSG00000030527
IP1_peak_2081	Tenm4	teneurin transmembrane protein 4	chr7	95834710	95834710	1	*	4.36169	Distal Intergenic	7	96171246	96908569	737324	1	23966	ENSMUST00000107162.7	-336536	ENSMUSG00000048078
IP1_peak_2173	Nrg1	neuregulin 1	chr8	31975284	31975284	1	*	4.36169	Intron (ENSMUST00000207470.2/211323, intron 1 of 12)	8	31820782	31950057	129276	2	211323	ENSMUST00000207678.2	-25227	ENSMUSG00000062991
IP1_peak_2223	Dand5	DAN domain family member 5, BMP antagonist	chr8	84815317	84815317	1	*	4.36169	Distal Intergenic	8	84815404	84822823	7420	2	23863	ENSMUST00000065539.5	7506	ENSMUSG00000053226
IP1_peak_2241	Tox3	TOX high mobility group box family member 3	chr8	90577253	90577253	1	*	4.36169	Distal Intergenic	8	90247040	90348343	101304	2	244579	ENSMUST00000109621.9	-228910	ENSMUSG00000043668
IP1_peak_2316	Gm27162	predicted gene 27162	chr9	33446095	33446095	1	*	4.36169	Distal Intergenic	9	32904937	32928966	24030	2	330917	ENSMUST00000185169.1	-517129	NA
IP1_peak_2371	Coro2b	coronin, actin binding protein, 2B	chr9	62540841	62540841	1	*	4.36169	Distal Intergenic	9	62419492	62537044	117553	2	235431	ENSMUST00000048043.11	-3797	ENSMUSG00000041729
IP1_peak_2414	Rad54l2	RAD54 like 2 (S. cerevisiae)	chr9	106730536	106730536	1	*	4.36169	Intron (ENSMUST00000046502.6/81000, intron 2 of 21)	9	106721906	106722871	966	2	81000	ENSMUST00000190363.1	-7665	ENSMUSG00000040661
IP1_peak_2417	Map4	microtubule-associated protein 4	chr9	109985708	109985708	1	*	4.36169	Intron (ENSMUST00000035055.14/17758, intron 2 of 18)	9	109969017	110003289	34273	1	17758	ENSMUST00000197289.1	16691	ENSMUSG00000032479
IP1_peak_18	Semp2l1	SUMO/sentrin specific peptidase 2-like 1	chr1	33042681	33042681	1	*	4.34321	Distal Intergenic	1	32543686	32547294	3609	2	408191	ENSMUST00000171322.2	-495387	ENSMUSG00000091318
IP1_peak_147	Ncstn	nicastrin	chr1	172071782	172071782	1	*	4.34321	Promoter (<=1kb)	1	172067870	172071268	3399	2	59287	ENSMUST00000122986.1	-514	ENSMUSG00000003458
IP1_peak_318	Tenm2	teneurin transmembrane protein 2	chr11	36697258	36697258	1	*	4.34321	Intron (ENSMUST00000102801.7/23964, intron 4 of 30)	11	36140752	36677745	536994	2	23964	ENSMUST00000149787.7	-19513	ENSMUSG00000049336
IP1_peak_484	Nova1	NOVA alternative splicing regulator 1	chr12	47162681	47162681	1	*	4.34321	Distal Intergenic	12	46694517	46818929	124413	2	664883	ENSMUST00000021438.7	-343752	ENSMUSG00000021047
IP1_peak_509	Gm805	predicted gene 805	chr12	86181728	86181728	1	*	4.34321	Intron (ENSMUST00000181667.1/328136, intron 4 of 4)	12	86169341	86195102	25762	1	328136	ENSMUST00000181667.1	12387	ENSMUSG00000097543
IP1_peak_567	Mir6368	microRNA 6368	chr13	28718438	28718438	1	*	4.34321	Intron (ENSMUST00000148885.7/72518, intron 3 of 7)	13	28710781	28710873	93	2	102466635	ENSMUST00000184136.1	-7565	ENSMUSG00000099158
IP1_peak_676	Zswim6	zinc finger SWIM-type containing 6	chr13	107767424	107767424	1	*	4.34321	Intron (ENSMUST00000225822.1/67263, intron 4 of 12)	13	107724796	107748282	23487	2	67263	ENSMUST00000225197.1	-19142	ENSMUSG00000032846
IP1_peak_684	Mnd1-ps	Mnd1 retrotransposed pseudogene	chr14	9811917	9811917	1	*	4.34321	Intron (ENSMUST00000161302.7/14198, intron 4 of 6)	14	9884195	9886768	2574	1	100042415	ENSMUST00000224435.1	-72278	ENSMUSG00000121680
IP1_peak_909	Itgb5	integrin beta 5	chr16	33878245	33878245	1	*	4.34321	Intron (ENSMUST00000115028.10/16419, intron 4 of 14)	16	33885026	33910585	25560	1	16419	ENSMUST00000134262.7	-6781	ENSMUSG00000022817
IP1_peak_939	Pros1	protein S (alpha)	chr16	63081623	63081623	1	*	4.34321	Intron (ENSMUST00000231727.1/ENSMUST00000231727.1, intron 3 of 4)	16	62921467	62928390	6924	1	19128	ENSMUST00000127502.1	160156	ENSMUSG00000022912
IP1_peak_1065	Celf4	CUGBP, Elav-like family member 4	chr18	26753769	26753769	1	*	4.34321	Distal Intergenic	18	25479115	25754157	275043	2	108013	ENSMUST00000225477.1	-999612	ENSMUSG00000024268
IP1_peak_1196	Gm3363	predicted gene 3363	chr2	18739366	18739366	1	*	4.34321	Intron (ENSMUST00000095132.9/381350, intron 8 of 10)	2	18742715	18760862	18148	2	100041479	ENSMUST00000174811.1	21496	ENSMUSG00000092353
IP1_peak_1207	Med27	mediator complex subunit 27	chr2	29385508	29385508	1	*	4.34321	Intron (ENSMUST00000028139.10/68975, intron 2 of 7)	2	29391344	29522851	131508	1	68975	ENSMUST00000123522.7	-5836	ENSMUSG00000026799
IP1_peak_1276	Mtx2	metaxin 2	chr2	75151156	75151156	1	*	4.34321	Intron (ENSMUST00000230629.1/ENSMUST00000230629.1, intron 2 of 6)	2	74868981	74876504	7524	1	53375	ENSMUST00000129284.1	282175	ENSMUSG00000027099
IP1_peak_1438	Ccna1	cyclin A1	chr3	55044836	55044836	1	*	4.34321	Distal Intergenic	3	55045469	55050638	5170	2	12427	ENSMUST00000198102.4	5802	ENSMUSG00000027793
IP1_peak_1559	Plppr1	phospholipid phosphatase related 1	chr4	49041761	49041761	1	*	4.34321	Distal Intergenic	4	49059273	49208600	149328	1	272031	ENSMUST00000137884.1	-17512	ENSMUSG00000063446
IP1_peak_1586	Nfib	nuclear factor I/B	chr4	82765888	82765888	1	*	4.34321	Distal Intergenic	4	82498321	82705750	207430	2	18028	ENSMUST00000155821.1	-60138	ENSMUSG00000008575
IP1_peak_1955	Ctnna2	catenin alpha 2	chr6	75470198	75470198	1	*	4.34321	Distal Intergenic	6	76882756	76902888	20133	2	12386	ENSMUST00000162991.1	1432690	ENSMUSG00000063063
IP1_peak_2154	Slc10a2	solute carrier family 10, member 2	chr8	6604510	6604510	1	*	4.34321	Distal Intergenic	8	5083219	5105351	22133	2	20494	ENSMUST00000023835.2	-1499159	ENSMUSG00000023073
IP1_peak_2188	Ing2	inhibitor of growth family, member 2	chr8	47642759	47642759	1	*	4.34321	Distal Intergenic	8	47667178	47673689	6512	2	69260	ENSMUST00000146625.2	30930	ENSMUSG00000063049
IP1_peak_2195	Fbxo8	F-box protein 8	chr8	56629347	56629347	1	*	4.34321	Distal Intergenic	8	56587920	56591473	3554	1	50753	ENSMUST00000211294.1	41427	ENSMUSG00000038206
IP1_peak_2196	Galnt7	polypeptide N-acetylgalactosaminyltransferase 7	chr8	57584594	57584594	1	*	4.34321	Intron (ENSMUST00000034021.11/108150, intron 1 of 11)	8	57526024	57538453	12430	2	108150	ENSMUST00000139417.1	-46141	ENSMUSG00000031608
IP1_peak_2269	Wwox	WW domain-containing oxidoreductase	chr8	115159704	115159704	1	*	4.34321	Intron (ENSMUST00000004756.13/80707, intron 8 of 8)	8	114712167	115352143	639977	1	80707	ENSMUST00000162052.7	447537	ENSMUSG00000004637
IP1_peak_2300	Mir21c	microRNA 21c	chr8	127937253	127937253	1	*	4.34321	Distal Intergenic	8	128278148	128278225	78	2	102465212	ENSMUST00000184910.1	340972	ENSMUSG00000099326
IP1_peak_2301	Sesn3	sestrin 3	chr9	14304460	14304460	1	*	4.34321	Intron (ENSMUST00000209187.1/75747, intron 1 of 8)	9	14314562	14316608	2047	1	75747	ENSMUST00000207207.1	-10102	ENSMUSG00000032009
IP1_peak_2324	Sorl1	sortilin-related receptor, LDLR class A repeats-containing	chr9	42131009	42131009	1	*	4.34321	Distal Intergenic	9	41964720	42124297	159578	2	20660	ENSMUST00000060989.8	-6712	ENSMUSG00000049313
IP1_peak_91	Gpr39	G protein-coupled receptor 39	chr1	125760827	125760827	1	*	4.33066	Intron (ENSMUST00000027581.6/71111, intron 1 of 1)	1	125840003	125873173	33171	1	71111	ENSMUST00000159359.1	-79176	ENSMUSG00000026343
IP1_peak_1359	Top1	topoisomerase (DNA) I	chr2	160610091	160610091	1	*	4.33066	Intron (ENSMUST00000109473.1/ENSMUST00000109473.1, intron 1 of 2)	2	160645888	160722764	76877	1	21969	ENSMUST00000109468.2	-35797	ENSMUSG00000070544
IP1_peak_1594	Elavl2	ELAV like RNA binding protein 1	chr4	91230510	91230510	1	*	4.33066	Distal Intergenic	4	91253080	91254582	1503	2	15569	ENSMUST00000128599.1	24072	ENSMUSG00000008489
IP1_peak_190	Adgrg6	adhesion G protein-coupled receptor G6	chr10	14333061	14333061	1	*	4.31912	Intron (ENSMUST00000218527.1/ENSMUST00000218527.1, intron 1 of 1)	10	14530916	14544995	14080	2	215798	ENSMUST00000207953.1	211934	ENSMUSG00000039116
IP1_peak_237	D630013N20Rik	RIKEN cDNA D630013N20 gene	chr10	70638053	70638053	1	*	4.31912	Intron (ENSMUST00000162144.1/70911, intron 1 of 4)	10	70607598	70626392	18795	2	319646	ENSMUST00000160127.1	-11661	ENSMUSG00000037747
IP1_peak_735	Tdh	L-threonine dehydrogenase	chr14	63471169	63471169	1	*	4.31912	Distal Intergenic	14	63495619	63497139	1521	2	58865	ENSMUST00000170772.1	25970	ENSMUSG00000021953
IP1_peak_1156	Rfx3	regulatory factor X, 3 (influences HLA class II expression)	chr19	27904740	27904740	1	*	4.31912	Intron (ENSMUST00000165566.7/19726, intron 2 of 17)	19	27768455	27900895	132441	2	19726	ENSMUST00000173863.1	-3845	ENSMUSG00000040929
IP1_peak_1467	Adam30	a disintegrin and metallopeptidase domain 30	chr3	98106781	98106781	1	*	4.31912	Intron (ENSMUST00000079812.7/18129, intron 11 of 33)	3	98160660	98164169	3510	1	71078	ENSMUST00000050342.4	-53879	ENSMUSG00000043468
IP1_peak_2293	Urb2	URB2 ribosome biogenesis 2 homolog (S. cerevisiae)	chr8	124070675	124070675	1	*	4.31912	Intron (ENSMUST00000127664.1/108148, intron 1 of 15)	8	124023394	124048505	25112	1	382038	ENSMUST00000034457.8	47281	ENSMUSG00000031976
IP1_peak_262	Slc41a2	solute carrier family 41, member 2	chr10	83220398	83220398	1	*	4.26377	Distal Intergenic	10	83301016	83304375	3360	2	338365	ENSMUST00000139329.1	83977	ENSMUSG00000034591
IP1_peak_1839	Ncor2	nuclear receptor co-repressor 2	chr5	125129047	125129047	1	*	4.23831	Intron (ENSMUST00000111402.8/20602, intron 1 of 47)	5	125017835	125124900	107066	2	20602	ENSMUST00000055256.13	-4147	ENSMUSG00000029478
IP1_peak_2136	Dock1	dedicator of cytokinesis 1	chr7	134709412	134709412	1	*	4.23831	Intron (ENSMUST00000211570.1/330662, intron 1 of 26)	7	134671122	134778200	107079	1	330662	ENSMUST00000210464.1	38290	ENSMUSG00000058325
IP1_peak_1799	1700028D13Rik	RIKEN cDNA 1700028D13 gene	chr5	112035723	112035723	1	*	4.2353	Distal Intergenic	5	112206763	112210002	3240	1	75569	ENSMUST00000186834.6	-171040	ENSMUSG00000101683
IP1_peak_983	Ldhal6b	lactate dehydrogenase A-like 6B	chr17	5273905	5273905	1	*	4.20632	Intron (ENSMUST00000092723.10/239985, intron 6 of 18)	17	5417323	5418767	1445	2	106557	ENSMUST00000189788.1	144862	ENSMUSG00000101959
IP1_peak_707	Zmiz1	zinc finger, MIZ-type containing 1	chr14	25421700	25421700	1	*	4.20435	Intron (ENSMUST00000225188.1/ENSMUST00000225188.1, intron 2 of 3)	14	25459185	25538492	79308	1	328365	ENSMUST00000161766.7	-37485	ENSMUSG00000007817
IP1_peak_987	Sytl3	synaptotagmin-like 3	chr17	6703652	6703652	1	*	4.19309	Promoter (<=1kb)	17	6702952	6737836	34885	1	83672	ENSMUST00000159880.2	700	ENSMUSG00000041831
IP1_peak_439	Bahcc1	BAH domain and coiled-coil containing 1	chr11	120262133	120262133	1	*	4.18308	Intron (ENSMUST00000122148.7/268515, intron 3 of 27)	11	120236699	120292282	55584	1	268515	ENSMUST00000118987.1	25434	ENSMUSG00000039741
IP1_peak_470	Cog5	component of oligomeric golgi complex 5	chr12	31926967	31926967	1	*	4.18308	3' UTR	12	31919673	31929069	9397	1	238123	ENSMUST00000218428.1	7294	ENSMUSG00000035933
IP1_peak_727	Atp8a2	ATPase, aminophospholipid transporter-like, class I, type 8A, member 2	chr14	59887664	59887664	1	*	4.14616	Intron (ENSMUST00000080368.12/50769, intron 24 of 35)	14	59638540	60086834	448295	2	50769	ENSMUST00000080368.12	199170	ENSMUSG00000021983
IP1_peak_1059	Riok3	RIO kinase 3	chr18	12128792	12128792	1	*	4.14616	Promoter (<=1kb)	18	12128780	12137338	8559	1	66878	ENSMUST00000234563.1	12	ENSMUSG00000024404
IP1_peak_1140	Flrt1	fibronectin leucine rich transmembrane protein 1	chr19	7128938	7128938	1	*	4.14616	Intron (ENSMUST00000040261.6/107227, intron 3 of 10)	19	7092001	7105729	13729	2	396184	ENSMUST00000113383.3	-23209	ENSMUSG00000047787
IP1_peak_1369	Slc35c2	solute carrier family 35, member C2	chr2	165288774	165288774	1	*	4.14616	Promoter (<=1kb)	2	165276554	165287869	11316	2	228875	ENSMUST00000109300.8	-905	ENSMUSG00000017664
IP1_peak_1644	Foxo6	forkhead box O6	chr4	120283260	120283260	1	*	4.14616	Intron (ENSMUST00000102656.3/329934, intron 1 of 1)	4	120267079	120287349	20271	2	329934	ENSMUST00000102656.3	4089	ENSMUSG00000052135
IP1_peak_2017	Emp1	epithelial membrane protein 1	chr6	135441508	135441508	1	*	4.14616	Distal Intergenic	6	135367493	135383173	15681	1	13730	ENSMUST00000111907.1	74015	ENSMUSG00000030208
IP1_peak_2105	Tead1	TEA domain family member 1	chr7	112825582	112825582	1	*	4.14616	Intron (ENSMUST00000084705.11/21676, intron 2 of 11)	7	112759546	112842374	82829	1	21676	ENSMUST00000168328.1	66036	ENSMUSG00000055320
IP1_peak_2460	Erdr1x	erythroid differentiation regulator 1 x	chrY	90805891	90805891	1	*	4.14333	Intron (ENSMUST00000179483.8/170942, intron 3 of 3)	21	90790451	90816465	26015	1	170942	ENSMUST00000238471.1	15440	NA
IP1_peak_1868	Castor2	cytosolic arginine sensor for mTORC1 subunit 2	chr5	133814470	133814470	1	*	4.09348	Distal Intergenic	5	134099711	134144343	44633	1	80909	ENSMUST00000016088.8	-285241	ENSMUSG00000015944
IP1_peak_436	Tbc1d16	TBC1 domain family, member 16	chr11	119219978	119219978	1	*	4.0781	Promoter (1-2kb)	11	119210641	119221976	11336	2	207592	ENSMUST00000125856.1	1998	ENSMUSG00000039976
IP1_peak_1580	Mpdz	multiple PDZ domain crumbs cell polarity complex component	chr4	81566251	81566251	1	*	4.0781	Distal Intergenic	4	81416540	81442815	26276	2	17475	ENSMUST00000142273.1	-123436	ENSMUSG00000028402
IP1_peak_828	Mtss1	MTSS I-BAR domain containing 1	chr15	59153592	59153592	1	*	4.04176	Distal Intergenic	15	59052748	59082005	29258	2	211401	ENSMUST00000228655.1	-71587	ENSMUSG00000022353
IP1_peak_882	Eef2kmt	eukaryotic elongation factor 2 lysine methyltransferase	chr16	5475777	5475777	1	*	4.04176	Distal Intergenic	16	5244152	5255983	11832	2	70511	ENSMUST00000064635.11	-219794	ENSMUSG00000022544
IP1_peak_1490	Neurog2	neurogenin 2	chr3	127646572	127646572	1	*	4.04176	Distal Intergenic	3	127633135	127635631	2497	1	11924	ENSMUST00000029587.8	13437	ENSMUSG00000027967
IP1_peak_1849	Tmem132b	transmembrane protein 132B	chr5	125612606	125612606	1	*	4.04176	Intron (ENSMUST00000185104.1/208151, intron 1 of 1)	5	125622488	125698773	76286	1	208151	ENSMUST00000184422.1	-9882	ENSMUSG00000070498
IP1_peak_2215	Cacna1a	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	chr8	84635329	84635329	1	*	4.04176	Intron (ENSMUST00000238701.1/12286, intron 45 of 48)	8	84638991	84639434	444	1	12286	ENSMUST00000130507.1	-3662	ENSMUSG00000034656
IP1_peak_923	Mir3081	microRNA 3081	chr16	44538506	44538506	1	*	4.02953	Intron (ENSMUST00000114634.2/117606, intron 1 of 18)	16	44558046	44558129	84	2	100526478	ENSMUST00000175305.1	19623	ENSMUSG00000093046
IP1_peak_2434	Ulk4	unc-51-like kinase 4	chr9	121231836	121231836	1	*	4.01463	Intron (ENSMUST00000171923.7/209012, intron 17 of 36)	9	121156851	121257408	100558	2	209012	ENSMUST00000170237.7	25572	ENSMUSG00000040936
IP1_peak_1665	Sdc3	syndecan 3	chr4	130815294	130815294	1	*	4.00861	Promoter (<=1kb)	4	130814304	130819059	4756	1	20970	ENSMUST00000141297.7	990	ENSMUSG00000025743
IP1_peak_8	Snhg6	small nucleolar RNA host gene 6	chr1	9944060	9944060	1	*	3.95759	Promoter (<=1kb)	1	9942025	9944103	2079	2	73824	ENSMUST00000182498.7	43	ENSMUSG00000098234
IP1_peak_335	Rai1	retinoic acid induced 1	chr11	60177317	60177317	1	*	3.95759	Promoter (1-2kb)	11	60175879	60199197	23319	1	19377	ENSMUST00000102688.1	1438	ENSMUSG00000062115
IP1_peak_363	Rhbdl3	rhomboid like 3	chr11	80292577	80292577	1	*	3.95759	Distal Intergenic	11	80300912	80355955	55044	1	246104	ENSMUST00000017836.7	-8335	ENSMUSG00000017692
IP1_peak_441	Ncoa1	nuclear receptor coactivator 1	chr12	4376649	4376649	1	*	3.95759	Intron (ENSMUST00000085814.4/17977, intron 2 of 22)	12	4274813	4354436	79624	2	17977	ENSMUST00000217674.1	-22213	ENSMUSG00000020647
IP1_peak_496	Sstr1	somatostatin receptor 1	chr12	57950093	57950093	1	*	3.95759	Distal Intergenic	12	58211772	58213887	2116	1	20605	ENSMUST00000110671.2	-261679	ENSMUSG00000035431
IP1_peak_506	Smoc1	SPARC related modular calcium binding 1	chr12	81003022	81003022	1	*	3.95759	Distal Intergenic	12	81026808	81186414	159607	1	64075	ENSMUST00000110347.8	-23786	ENSMUSG00000021136
IP1_peak_616	Tifab	TRAF-interacting protein with forkhead-associated domain, family member B	chr13	56199723	56199723	1	*	3.95759	Distal Intergenic	13	56174483	56178885	4403	2	212937	ENSMUST00000225063.1	-20838	ENSMUSG00000049625
IP1_peak_649	Ccnh	cyclin H	chr13	84751691	84751691	1	*	3.95759	Distal Intergenic	13	85189408	85213723	24316	1	66671	ENSMUST00000022030.10	-437717	ENSMUSG00000021548
IP1_peak_731	Gucy1b2	guanylate cyclase 1, soluble, beta 2	chr14	62416187	62416187	1	*	3.95759	Intron (ENSMUST00000022501.9/239134, intron 8 of 16)	14	62419162	62454793	35632	2	239134	ENSMUST00000128573.1	38606	ENSMUSG00000021933
IP1_peak_860	Tbc1d22a	TBC1 domain family, member 22a	chr15	86689865	86689865	1	*	3.95759	Distal Intergenic	15	86235505	86292162	56658	1	223754	ENSMUST00000229242.1	454360	ENSMUSG00000051864
IP1_peak_870	LOC100043315	uncharacterized LOC100043315	chr15	95186416	95186416	1	*	3.95759	Intron (ENSMUST00000229933.1/54003, intron 20 of 20)	15	95097542	95162394	64853	2	100043315	ENSMUST00000189291.6	-24022	ENSMUSG00000100603
IP1_peak_1039	Galnt14	polypeptide N-acetylgalactosaminyltransferase 14	chr17	73713431	73713431	1	*	3.95759	Promoter (2-3kb)	17	73572784	73710453	137670	2	71685	ENSMUST00000146565.1	-2978	ENSMUSG00000024064
IP1_peak_1244	Lypd6	LY6/PLAUR domain containing 6	chr2	50045270	50045270	1	*	3.95759	Distal Intergenic	2	50066429	50193569	127141	1	320343	ENSMUST00000112712.9	-21159	ENSMUSG00000050447
IP1_peak_1298	Pax6	paired box 6	chr2	105686947	105686947	1	*	3.95759	Promoter (1-2kb)	2	105685322	105697364	12043	1	18508	ENSMUST00000146803.3	1625	ENSMUSG00000027168
IP1_peak_1409	4930433B08Rik	RIKEN cDNA 4930433B08 gene	chr3	18625884	18625884	1	*	3.95759	Exon (ENSMUST00000198383.1/ENSMUST00000198383.1, exon 1 of 1)	3	18468287	18480477	12191	2	73959	ENSMUST00000192010.1	-145407	ENSMUSG00000102699
IP1_peak_1619	Gm12724	predicted gene 12724	chr4	106103956	106103956	1	*	3.95759	Exon (ENSMUST00000130088.1/ENSMUST00000130088.1, exon 2 of 5)	4	106241216	106290026	48811	1	105244641	ENSMUST00000140196.1	-137260	NA
IP1_peak_2074	Tm6sf1	transmembrane 6 superfamily member 1	chr7	81868391	81868391	1	*	3.95759	Promoter (1-2kb)	7	81869733	81872415	2683	1	107769	ENSMUST00000147977.1	-1342	ENSMUSG00000038623
IP1_peak_2171	4933433F19Rik	RIKEN cDNA 4933433F19 gene	chr8	30547988	30547988	1	*	3.95759	Distal Intergenic	8	30568393	30575573	7181	1	71314	ENSMUST00000180571.1	-20405	ENSMUSG00000097044
IP1_peak_2416	Cacna2d2	calcium channel, voltage-dependent, alpha 2/delta subunit 2	chr9	107484717	107484717	1	*	3.95759	Intron (ENSMUST00000010210.12/56808, intron 3 of 37)	9	107505604	107513534	7931	1	56808	ENSMUST00000169354.7	-20887	ENSMUSG00000010066
IP1_peak_357	Abr	active BCR-related gene	chr11	76646112	76646112	1	*	3.92804	Distal Intergenic	11	76416734	76623558	206825	2	109934	ENSMUST00000238684.1	-22554	ENSMUSG00000017631
IP1_peak_1916	1700012A03Rik	RIKEN cDNA 1700012A03 gene	chr6	31948180	31948180	1	*	3.92804	Distal Intergenic	6	32050246	32058921	8676	1	76382	ENSMUST00000201926.3	-102066	ENSMUSG00000029766
IP1_peak_489	1700008C04Rik	RIKEN cDNA 1700008C04 gene	chr12	51002369	51002369	1	*	3.91546	Promoter (2-3kb)	12	51005158	51062543	57386	1	75494	ENSMUST00000218606.1	-2789	ENSMUSG00000111986
IP1_peak_578	Fars2	phenylalanine-tRNA synthetase 2, mitochondrial	chr13	36283930	36283930	1	*	3.8422	Intron (ENSMUST00000021857.12/69955, intron 4 of 6)	13	36326958	36537348	210391	1	69955	ENSMUST00000225948.1	-43028	ENSMUSG00000021420
IP1_peak_1011	Mdga1	MAM domain containing glycosylphosphatidylinositol anchor 1	chr17	29873687	29873687	1	*	3.82872	Intron (ENSMUST00000171691.8/74762, intron 1 of 16)	17	29849683	29887482	37800	2	74762	ENSMUST00000165211.1	13795	ENSMUSG00000043557
IP1_peak_629	Hsd17b3	hydroxysteroid (17-beta) dehydrogenase 3	chr13	64019798	64019798	1	*	3.78351	Distal Intergenic	13	64058284	64063133	4850	2	15487	ENSMUST00000221513.1	43335	ENSMUSG00000033122
IP1_peak_1653	Grik3	glutamate receptor, ionotropic, kainate 3	chr4	125478144	125478144	1	*	3.78351	Distal Intergenic	4	125490700	125714173	223474	1	14807	ENSMUST00000030676.7	-12556	ENSMUSG00000001985
IP1_peak_2090	Gucy2d	guanylate cyclase 2d	chr7	98404138	98404138	1	*	3.78351	Intron (ENSMUST00000206249.1/ENSMUST00000206249.1, intron 3 of 4)	7	98440416	98477479	37064	1	14918	ENSMUST00000206435.1	-36278	ENSMUSG00000074003
IP1_peak_2140	Gm12669	glutaredoxin 3 pseudogene	chr7	137612126	137612126	1	*	3.78351	Distal Intergenic	7	137437689	137442169	4481	1	620016	ENSMUST00000211598.1	174437	ENSMUSG00000100863
